hospital_pk,hospital_name,collection_week,state,fips_code,geocoded_hospital_address,no_dose_personnel,one_dose_personnel,two_dose_personnel,data_reported,correct_coding,total_personnel,percentage_unvacc,std_error,personnel_iqr,personnel_lbd,personnel_ubd,possible_incorrect_count,recip_county,recip_state,one_dose_pop,two_dose_pop,county_pop_size,percentage_unvacc_county,std_error_away_from_count_pop
380022,SAMARITAN ALBANY GENERAL HOSPITAL,2021-11-05,OR,41043,"{'type': 'Point', 'coordinates': [-123.116771, 44.632067]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Linn County,OR,67,62.6,129749,0.32999999999999996,NA
450085,GRAHAM REGIONAL MEDICAL CENTER,2021-11-05,TX,48503,"{'type': 'Point', 'coordinates': [-98.584356, 33.089976]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Young County,TX,53.2,47.2,18010,0.46799999999999997,NA
150023,UNION HOSPITAL INC,2021-11-05,IN,18167,"{'type': 'Point', 'coordinates': [-87.4068, 39.485357]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Vigo County,IN,59.8,55.4,107038,0.402,NA
301309,MONADNOCK COMMUNITY HOSPITAL,2021-11-05,NH,33011,"{'type': 'Point', 'coordinates': [-71.937459, 42.893396]}",48,230,459,1,0,507,0.09467455621301775,0.013002145523063904,106,348,772,0,Hillsborough County,NH,83.9,67.1,417025,0.16099999999999992,-5.101115325107732
241347,SANFORD CANBY MEDICAL CENTER,2021-11-05,MN,27173,"{'type': 'Point', 'coordinates': [-96.277629, 44.707836]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yellow Medicine County,MN,68,65.2,9709,0.31999999999999995,NA
440058,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,2021-11-05,TN,47051,"{'type': 'Point', 'coordinates': [-86.091047, 35.176075]}",NA,NA,NA,NA,NA,NA,NA,NA,14.25,653.375,710.375,NA,Franklin County,TN,50.9,44.2,42208,0.491,NA
260032,BARNES JEWISH HOSPITAL,2021-11-05,MO,29510,NA,1404,144,5773,1,0,7177,0.19562491291626027,0.004682415117927743,554.5,6324.25,8542.25,0,St. Louis city,MO,68.9,58.2,300576,0.31099999999999994,-24.640080851011827
260050,MOSAIC MEDICAL CENTER - MARYVILLE,2021-11-05,MO,29147,"{'type': 'Point', 'coordinates': [-94.87404, 40.325991]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nodaway County,MO,54.3,50.4,22092,0.4570000000000001,NA
500141,ST FRANCIS COMMUNITY HOSPITAL,2021-11-05,WA,53033,"{'type': 'Point', 'coordinates': [-122.322951, 47.292106]}",0,0,0,0,0,0,NA,NA,0,0,0,0,King County,WA,88.9,83.3,2252782,0.11099999999999999,NA
171301,ELLINWOOD DISTRICT HOSPITAL,2021-11-05,KS,20009,"{'type': 'Point', 'coordinates': [-98.581194, 38.360696]}",0,0,0,0,0,0,NA,NA,94,-141,235,0,Barton County,KS,53.6,48.8,25779,0.46399999999999997,NA
052055,CENTRAL VALLEY SPECIALTY HOSPITAL,2021-11-05,CA,06099,"{'type': 'Point', 'coordinates': [-120.990892, 37.64322]}",24,24,486,1,0,510,0.047058823529411764,0.009377098788071598,20,480,560,0,Stanislaus County,CA,91.7,64.2,550660,0.08299999999999996,-3.8328674233770665
360361,KINGS DAUGHTERS MEDICAL CENTER OHIO,2021-11-05,OH,39145,"{'type': 'Point', 'coordinates': [-82.993354, 38.747319]}",36,6,141,1,0,177,0.2033898305084746,0.03025526123684363,11,155.5,199.5,0,Scioto County,OH,59.4,54,75314,0.406,-6.696692119279902
190245,MONROE SURGICAL HOSPITAL,2021-11-05,LA,22073,"{'type': 'Point', 'coordinates': [-92.102201, 32.536767]}",117,30,0,1,1,147,0.7959183673469388,0.03324126603787574,0,147,147,0,Ouachita Parish,LA,57.4,51,153279,0.42600000000000005,11.128287560571447
102010,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,2021-11-05,FL,12011,"{'type': 'Point', 'coordinates': [-80.12767, 26.119377]}",124,329,471,1,0,595,0.20840336134453782,0.016651211898501554,69.75,484.625,763.625,0,Broward County,FL,88.6,75.4,1952778,0.1140000000000001,5.6694588910392225
050158,ENCINO HOSPITAL MEDICAL CENTER,2021-11-05,CA,06037,"{'type': 'Point', 'coordinates': [-118.486948, 34.156826]}",58,29,475,1,0,533,0.10881801125703565,0.013488696656524808,29.75,459.375,578.375,0,Los Angeles County,CA,83.5,73.1,10039107,0.16500000000000004,-4.165116183837362
390332,GEISINGER ST. LUKE'S  HOSPITAL,2021-11-05,PA,42107,"{'type': 'Point', 'coordinates': [-76.09171, 40.640986]}",19,0,287,1,0,306,0.06209150326797386,0.013795441665684268,18.25,262.625,335.625,0,Schuylkill County,PA,84.2,68.2,141359,0.15799999999999992,-6.952187472953146
050581,LAKEWOOD REGIONAL MEDICAL CENTER,2021-11-05,CA,06037,"{'type': 'Point', 'coordinates': [-118.148428, 33.860225]}",0,1685,1081,1,1,1685,0,0,28,1615,1727,0,Los Angeles County,CA,83.5,73.1,10039107,0.16500000000000004,-Inf
100127,MORTON PLANT HOSPITAL,2021-11-05,FL,12103,"{'type': 'Point', 'coordinates': [-82.803742, 27.951857]}",3058,4553,4559,1,0,7617,0.4014703951687016,0.0056166531228996714,0,7617,7617,0,Pinellas County,FL,75.5,67.8,974996,0.245,27.85829777002887
281359,MEMORIAL COMMUNITY HOSPITAL & HEALTH SYSTEM,2021-11-05,NE,31177,"{'type': 'Point', 'coordinates': [-96.145525, 41.551115]}",76,199,200,1,0,276,0.2753623188405797,0.026887979656568174,1,273.5,277.5,0,Washington County,NE,63.6,61.9,20729,0.364,-3.2965541588308938
113300,CHILDREN'S HEALTHCARE OF ATLANTA AT EGLESTON,2021-11-05,GA,13089,"{'type': 'Point', 'coordinates': [-84.321007, 33.79398]}",0,0,0,0,0,0,NA,NA,0,0,0,0,DeKalb County,GA,43,38.5,759297,0.5700000000000001,NA
142011,PRESENCE HOLY FAMILY MEDICAL CENTER,2021-11-05,IL,17031,"{'type': 'Point', 'coordinates': [-87.888192, 42.05467]}",0,0,0,0,0,0,NA,NA,625,-937.5,1562.5,0,Cook County,IL,81.5,74.8,5150233,0.18500000000000005,NA
101311,MADISON COUNTY MEMORIAL HOSPITAL,2021-11-05,FL,12079,"{'type': 'Point', 'coordinates': [-83.4199, 30.471348]}",120,0,61,1,0,181,0.6629834254143646,0.035134815573949874,3,172.5,184.5,0,Madison County,FL,56.3,45.9,18493,0.43700000000000006,6.43189445348665
151318,DUKES MEMORIAL HOSPITAL,2021-11-05,IN,18103,"{'type': 'Point', 'coordinates': [-86.083044, 40.757401]}",152,141,142,1,0,294,0.5170068027210885,0.02914371898009066,13,253,305,0,Miami County,IN,51.3,46.9,35516,0.487,1.0296147427714155
260162,BARNES-JEWISH WEST COUNTY HOSPITAL,2021-11-05,MO,29189,"{'type': 'Point', 'coordinates': [-90.466116, 38.67695]}",85,4,519,1,0,604,0.14072847682119205,0.014149390541761045,29.75,564.625,683.625,0,St. Louis County,MO,75.8,66.6,994205,0.242,-7.157306378667784
400010,HOSPITAL GENERAL DE CASTANER,2021-11-05,PR,72081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lares Municipio,PR,99.9,92.7,24276,9.999999999998899e-4,NA
431310,AVERA FLANDREAU HOSPITAL - CAH,2021-11-05,SD,46101,"{'type': 'Point', 'coordinates': [-96.590989, 44.050905]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Moody County,SD,61.4,51.4,6576,0.386,NA
241303,SANFORD TRACY MEDICAL CENTER,2021-11-05,MN,27083,"{'type': 'Point', 'coordinates': [-95.60675, 44.232237]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lyon County,MN,68.1,64.9,25474,0.31900000000000006,NA
263304,SHRINERS HOSPITALS FOR CHILDREN,2021-11-05,MO,29510,"{'type': 'Point', 'coordinates': [-90.257821, 38.632989]}",10,0,270,1,0,280,0.03571428571428571,0.011090339346573549,24.75,204.125,303.125,0,St. Louis city,MO,68.9,58.2,300576,0.31099999999999994,-24.822118213250707
261319,MERCY HOSPITAL LINCOLN,2021-11-05,MO,29113,"{'type': 'Point', 'coordinates': [-90.964676, 38.984003]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lincoln County,MO,50.3,45.1,59013,0.497,NA
360003,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",2021-11-05,OH,39061,"{'type': 'Point', 'coordinates': [-84.502562, 39.136728]}",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,Hamilton County,OH,72.9,68.1,817473,0.2709999999999999,NA
292002,KINDRED HOSPITAL - LAS VEGAS (SAHARA CAMPUS),2021-11-05,NV,32003,"{'type': 'Point', 'coordinates': [-115.211164, 36.144571]}",NA,NA,NA,NA,NA,NA,NA,NA,0,347,347,NA,Clark County,NV,73.1,60.9,2266715,0.269,NA
053304,CHILDREN'S HOSPITAL OF ORANGE COUNTY,2021-11-05,CA,06059,"{'type': 'Point', 'coordinates': [-117.865553, 33.780332]}",NA,NA,NA,NA,NA,NA,NA,NA,0,6362,6362,NA,Orange County,CA,84.3,74.9,3175692,0.15700000000000003,NA
150058,MEMORIAL HOSPITAL OF SOUTH BEND,2021-11-05,IN,18141,"{'type': 'Point', 'coordinates': [-86.25057, 41.683706]}",926,2161,2077,1,1,3087,0.29996760609005507,0.008247606506303339,3087,-4630.5,7717.5,0,St. Joseph County,IN,70.3,65.8,271826,0.29700000000000004,0.35981421855989365
331304,MARGARETVILLE MEMORIAL HOSPITAL,2021-11-05,NY,36025,"{'type': 'Point', 'coordinates': [-74.641859, 42.147462]}",15,110,112,1,0,127,0.11811023622047244,0.02863842035855333,4,121,137,0,Delaware County,NY,64.4,59.8,44135,0.356,-8.306664990636534
240002,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,2021-11-05,MN,27137,"{'type': 'Point', 'coordinates': [-92.09574, 46.793381]}",NA,NA,NA,NA,NA,NA,NA,NA,40.5,5519.25,5681.25,NA,St. Louis County,MN,75,70.2,199070,0.25,NA
380033,SACRED HEART UNIVERSITY DISTRICT,2021-11-05,OR,41039,"{'type': 'Point', 'coordinates': [-123.082105, 44.046017]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lane County,OR,78.4,72.4,382067,0.21599999999999997,NA
490059,BON SECOURS ST MARYS HOSPITAL,2021-11-05,VA,51087,"{'type': 'Point', 'coordinates': [-77.513364, 37.584313]}",371,82,1798,1,0,2169,0.1710465652374366,0.00808523170755347,76,2046,2350,0,Henrico County,VA,68.8,61.9,330818,0.31200000000000006,-17.433444069497778
131301,BOUNDARY COMMUNITY HOSPITAL,2021-11-05,ID,16021,"{'type': 'Point', 'coordinates': [-116.321332, 48.702578]}",85,0,47,1,0,132,0.6439393939393939,0.041677100288131486,4.5,188.75,206.75,1,Boundary County,ID,42.3,38.8,12245,0.577,1.606143265165127
060125,CASTLE ROCK ADVENTIST HOSPITAL,2021-11-05,CO,08035,"{'type': 'Point', 'coordinates': [-104.885997, 39.403628]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Douglas County,CO,83.6,78.4,351154,0.16400000000000003,NA
321306,LINCOLN COUNTY MEDICAL CENTER,2021-11-05,NM,35027,"{'type': 'Point', 'coordinates': [-105.631247, 33.323032]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lincoln County,NM,73,63.5,19572,0.27,NA
400032,BAYAMON MEDICAL CENTER,2021-11-05,PR,72021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,175,175,NA,Bayamon Municipio,PR,99.4,89.9,169269,0.005999999999999894,NA
051325,ADVENTIST HEALTH MENDOCINO COAST,2021-11-05,CA,06045,"{'type': 'Point', 'coordinates': [-123.80081, 39.431836]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mendocino County,CA,81.7,71.9,86749,0.18299999999999994,NA
111330,POLK MEDICAL CENTER,2021-11-05,GA,13233,"{'type': 'Point', 'coordinates': [-85.195019, 34.014927]}",48,32,191,1,0,239,0.200836820083682,0.02591435780628092,13,173.25,225.25,1,Polk County,GA,0,19.2,42613,1,-30.838625671928597
050597,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,2021-11-05,CA,06037,"{'type': 'Point', 'coordinates': [-117.872534, 34.133196]}",NA,NA,NA,NA,NA,NA,NA,NA,64,663,919,NA,Los Angeles County,CA,83.5,73.1,10039107,0.16500000000000004,NA
451334,PARKVIEW HOSPITAL,2021-11-05,TX,48483,"{'type': 'Point', 'coordinates': [-100.270907, 35.439362]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wheeler County,TX,50,44.6,5056,0.5,NA
103300,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,2021-11-05,FL,12103,"{'type': 'Point', 'coordinates': [-82.641007, 27.764249]}",996,2383,2346,1,1,3379,0.29476176383545427,0.007843491003026044,0,3379,3379,0,Pinellas County,FL,75.5,67.8,974996,0.245,6.344338741034576
452032,CORNERSTONE SPECIALTY HOSPITALS CLEAR LAKE,2021-11-05,TX,48201,"{'type': 'Point', 'coordinates': [-95.12957, 29.53878]}",35,0,167,1,0,202,0.17326732673267325,0.026629634372811715,3,194.5,206.5,0,Harris County,TX,81.1,70.1,4713325,0.18900000000000006,-0.5907956920125619
420108,UNION MEDICAL CENTER,2021-11-05,SC,45087,"{'type': 'Point', 'coordinates': [-81.628939, 34.711421]}",108,96,82,1,1,204,0.5294117647058824,0.03494638386976497,14,167,223,0,Union County,SC,52.1,45.7,27316,0.479,1.4425459553627176
290045,SAINT ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,2021-11-05,NV,32003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clark County,NV,73.1,60.9,2266715,0.269,NA
220111,GOOD SAMARITAN MEDICAL CENTER,2021-11-05,MA,25023,"{'type': 'Point', 'coordinates': [-71.065673, 42.09716]}",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,Plymouth County,MA,81.9,72.4,521202,0.18099999999999994,NA
170104,ADVENTHEALTH SHAWNEE MISSION,2021-11-05,KS,20091,"{'type': 'Point', 'coordinates': [-94.692216, 38.995134]}",2932,40,4027,1,0,6959,0.42132490300330505,0.00591905728397607,1327.25,3037.625,8346.625,0,Johnson County,KS,94.5,79.4,602401,0.05500000000000005,61.88906196177742
511318,"MONTGOMERY GENERAL HOSPITAL, INC",2021-11-05,WV,54019,"{'type': 'Point', 'coordinates': [-81.324708, 38.182878]}",38,0,248,1,0,286,0.13286713286713286,0.020070980501448163,24.75,212.875,311.875,0,Fayette County,WV,40,31.6,42406,0.6,-23.274043193812204
161380,HANSEN FAMILY HOSPITAL,2021-11-05,IA,19083,"{'type': 'Point', 'coordinates': [-93.262394, 42.500939]}",NA,NA,NA,NA,NA,NA,NA,NA,0,194,194,NA,Hardin County,IA,64.3,61.2,16846,0.357,NA
280003,BRYAN MEDICAL CENTER,2021-11-05,NE,31109,"{'type': 'Point', 'coordinates': [-96.653662, 40.796556]}",312,28,5840,1,0,6152,0.05071521456436931,0.0027974300153027582,407.5,7480.25,9110.25,1,Lancaster County,NE,75.2,71.6,319090,0.248,-70.5235821294636
370158,PURCELL MUNICIPAL HOSPITAL,2021-11-05,OK,40087,"{'type': 'Point', 'coordinates': [-97.365753, 35.028408]}",41,0,74,1,0,115,0.3565217391304348,0.044664350988217125,0,115,115,0,McClain County,OK,64.4,55.4,40474,0.356,0.01168133240248884
051326,PLUMAS DISTRICT HOSPITAL,2021-11-05,CA,06063,"{'type': 'Point', 'coordinates': [-120.962217, 39.939214]}",58,0,182,1,0,240,0.24166666666666667,0.02763330485188185,29,196.5,312.5,0,Plumas County,CA,0,0,18807,1,-27.442730335661974
490092,BON SECOURS SOUTHAMPTON MEMORIAL HOSPITAL,2021-11-05,VA,51620,"{'type': 'Point', 'coordinates': [-76.935584, 36.691054]}",0,0,0,0,0,0,NA,NA,6,353,377,1,Franklin city,VA,56.3,47.7,7967,0.43700000000000006,NA
250009,MAGNOLIA REGIONAL HEALTH CENTER,2021-11-05,MS,28003,"{'type': 'Point', 'coordinates': [-88.558648, 34.935867]}",603,0,845,1,0,1448,0.4164364640883978,0.012954903065763784,19,1408.75,1484.75,0,Alcorn County,MS,49.5,43.5,36953,0.505,-6.836294757438292
310052,OCEAN UNIVERSITY MEDICAL CENTER,2021-11-05,NJ,34029,"{'type': 'Point', 'coordinates': [-74.129748, 40.078327]}",0,0,0,0,0,0,NA,NA,2285,-3427.5,5712.5,0,Ocean County,NJ,71.9,62.5,607186,0.2809999999999999,NA
360079,KETTERING MEDICAL CENTER,2021-11-05,OH,39113,"{'type': 'Point', 'coordinates': [-84.190993, 39.695603]}",1738,0,5999,1,0,7737,0.22463487139718238,0.004744663552686972,329.5,7429.75,8747.75,0,Montgomery County,OH,65.7,61,531687,0.34299999999999997,-24.947001465633043
250124,MAGEE GENERAL HOSPITAL,2021-11-05,MS,28127,"{'type': 'Point', 'coordinates': [-89.728389, 31.870584]}",NA,NA,NA,NA,NA,NA,NA,NA,6.5,192.75,218.75,NA,Simpson County,MS,56.8,50,26658,0.43200000000000005,NA
452059,PAM SPECIALTY HOSPITAL OF SAN ANTONIO MEDICAL CEN,2021-11-05,TX,48029,"{'type': 'Point', 'coordinates': [-98.590712, 29.52632]}",54,25,147,1,0,201,0.26865671641791045,0.03126521799740342,226,-339,565,0,Bexar County,TX,86.9,74.6,2003554,0.1309999999999999,4.402870833312051
240166,MAYO CLINIC HEALTH SYSTEM - FAIRMONT,2021-11-05,MN,27091,"{'type': 'Point', 'coordinates': [-94.451728, 43.637688]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin County,MN,65.3,62.6,19683,0.347,NA
052036,KINDRED HOSPITAL - SAN DIEGO,2021-11-05,CA,06073,"{'type': 'Point', 'coordinates': [-117.144798, 32.755351]}",9,0,257,1,0,266,0.03383458646616541,0.011085757174113876,20,235,315,0,San Diego County,CA,99.9,61.3,3338330,9.999999999998899e-4,2.9618713408982917
371321,HOLDENVILLE GENERAL HOSPITAL,2021-11-05,OK,40063,"{'type': 'Point', 'coordinates': [-96.37826, 35.088213]}",95,0,32,1,0,127,0.7480314960629921,0.03852398546858683,0,127,127,0,Hughes County,OK,58,50.3,13279,0.42000000000000004,8.51499376487085
250117,HIGHLAND COMMUNITY  HOSPITAL,2021-11-05,MS,28109,"{'type': 'Point', 'coordinates': [-89.664319, 30.551829]}",NA,NA,NA,NA,NA,NA,NA,NA,126,19,523,NA,Pearl River County,MS,60.9,51.7,55535,0.391,NA
271337,NORTHERN ROCKIES MEDICAL CENTER,2021-11-05,MT,30035,"{'type': 'Point', 'coordinates': [-112.326448, 48.628839]}",75,0,24,1,0,99,0.7575757575757576,0.04307085178901221,0,99,99,0,Glacier County,MT,99.9,92.1,13753,9.999999999998899e-4,17.565841541326737
310010,PENN MEDICINE PRINCETON MEDICAL CENTER,2021-11-05,NJ,34023,NA,NA,204,3236,NA,0,NA,NA,NA,NA,NA,NA,NA,Middlesex County,NJ,87.5,76,825062,0.125,NA
440231,TRUSTPOINT HOSPITAL,2021-11-05,TN,47149,"{'type': 'Point', 'coordinates': [-86.428977, 35.863421]}",198,0,198,1,0,396,0.5,0.025125945381480302,398,-597,995,0,Rutherford County,TN,65.7,58.1,332285,0.34299999999999997,6.248521105029575
271307,BENEFIS TETON MEDICAL CENTER,2021-11-05,MT,30099,"{'type': 'Point', 'coordinates': [-112.192303, 47.813419]}",6,67,67,1,1,73,0.0821917808219178,0.03214613293755408,2,70,78,0,Teton County,MT,54.8,47.3,6147,0.45200000000000007,-11.503972185284569
232035,SELECT SPECIALTY HOSPITAL- BATTLE CREEK,2021-11-05,MI,26025,NA,30,0,50,1,0,80,0.375,0.05412658773652741,80,-120,200,0,Calhoun County,MI,61.4,57.8,134159,0.386,-0.20322729475474846
281347,OSMOND GENERAL HOSPITAL,2021-11-05,NE,31139,NA,19,0,49,1,0,68,0.27941176470588236,0.054414102633771624,0,68,68,0,Pierce County,NE,0,44.8,7148,1,-13.242674240976843
351312,NORTHWOOD DEACONESS HEALTH CENTER,2021-11-05,ND,38035,NA,27,161,160,1,1,188,0.14361702127659576,0.025577497223834962,9.25,174.125,211.125,0,Grand Forks County,ND,70.7,61.3,69451,0.2929999999999999,-5.840406409435491
110115,WELLSTAR ATLANTA MEDICAL CENTER,2021-11-05,GA,13121,"{'type': 'Point', 'coordinates': [-84.374105, 33.763001]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Fulton County,GA,38.2,34.9,1063937,0.618,NA
360236,MERCY HEALTH - CLERMONT HOSPITAL,2021-11-05,OH,39025,"{'type': 'Point', 'coordinates': [-84.1451, 39.078382]}",203,28,429,1,0,632,0.3212025316455696,0.018573812095090885,45,570.5,750.5,0,Clermont County,OH,65.3,62,206428,0.347,-1.388916191375098
310015,MORRISTOWN MEDICAL CENTER,2021-11-05,NJ,34027,"{'type': 'Point', 'coordinates': [-74.465049, 40.78804]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morris County,NJ,92.1,82.8,491845,0.07900000000000007,NA
390219,EXCELA HEALTH LATROBE HOSPITAL,2021-11-05,PA,42129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Westmoreland County,PA,79.5,63.5,348899,0.20499999999999996,NA
280032,MARY LANNING HEALTHCARE,2021-11-05,NE,31001,"{'type': 'Point', 'coordinates': [-98.388491, 40.591905]}",210,48,1029,1,0,1239,0.1694915254237288,0.010658850605645412,0,1239,1239,0,Adams County,NE,0,47.3,31363,1,-77.91726381232853
470005,RUTLAND REGIONAL MEDICAL CENTER,2021-11-05,VT,50021,"{'type': 'Point', 'coordinates': [-72.956602, 43.59909]}",277,8,1462,1,0,1739,0.15928694652098907,0.008775344963853134,0,1739,1739,0,Rutland County,VT,80.2,71.5,58191,0.19799999999999995,-4.411570558020834
150112,COLUMBUS REGIONAL HOSPITAL,2021-11-05,IN,18005,"{'type': 'Point', 'coordinates': [-85.896574, 39.215876]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Bartholomew County,IN,70.7,66.3,83779,0.2929999999999999,NA
521318,LADD MEMORIAL HOSPITAL,2021-11-05,WI,55095,"{'type': 'Point', 'coordinates': [-92.699804, 45.302115]}",126,0,0,1,1,126,1,0,0,126,126,0,Polk County,WI,60.2,55.8,43783,0.398,Inf
181318,THE MEDICAL CENTER AT FRANKLIN,2021-11-05,KY,21213,"{'type': 'Point', 'coordinates': [-86.575563, 36.699997]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Simpson County,KY,63.5,57.4,18572,0.365,NA
210056,MEDSTAR GOOD SAMARITAN HOSPITAL,2021-11-05,MD,24510,"{'type': 'Point', 'coordinates': [-76.588845, 39.358961]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baltimore city,MD,74.5,67.1,593490,0.255,NA
141305,MEMORIAL HOSPITAL,2021-11-05,IL,17067,"{'type': 'Point', 'coordinates': [-91.111319, 40.409306]}",46,0,218,1,0,264,0.17424242424242425,0.02334539746318735,18,220,292,0,Hancock County,IL,59.9,53.7,17708,0.401,-9.713159782999751
060124,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,2021-11-05,CO,08059,"{'type': 'Point', 'coordinates': [-105.128441, 39.717952]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jefferson County,CO,86.7,80.9,582881,0.133,NA
670124,THE HOSPITALS OF PROVIDENCE HORIZON CITY CAMPUS,2021-11-05,TX,48141,"{'type': 'Point', 'coordinates': [-106.207348, 31.682723]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,El Paso County,TX,96.7,84,839238,0.03299999999999992,NA
330410,TERENCE CARDINAL COOKE HEALTH CARE CENTER,2021-11-05,NY,36061,"{'type': 'Point', 'coordinates': [-73.951367, 40.793921]}",0,0,94,1,0,94,0,0,10,69,109,0,New York County,NY,95.1,82.6,1628706,0.049000000000000044,-Inf
371318,FAIRFAX COMMUNITY HOSPITAL,2021-11-05,OK,40113,"{'type': 'Point', 'coordinates': [-96.705262, 36.563619]}",22,26,41,1,0,63,0.3492063492063492,0.06006098420353418,0,63,63,0,Osage County,OK,44.6,37,46963,0.554,-3.4097618197472053
431339,COTEAU DES PRAIRIES HEALTH CARE SYSTEM,2021-11-05,SD,46109,"{'type': 'Point', 'coordinates': [-97.050864, 45.658354]}",30,98,98,1,1,128,0.234375,0.037441971704454714,13,108.5,160.5,0,Roberts County,SD,91.8,80.2,10394,0.08200000000000007,4.069630766316478
050737,GARFIELD MEDICAL CENTER,2021-11-05,CA,06037,"{'type': 'Point', 'coordinates': [-118.122902, 34.067713]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Los Angeles County,CA,83.5,73.1,10039107,0.16500000000000004,NA
181325,JANE TODD CRAWFORD HOSPITAL,2021-11-05,KY,21087,"{'type': 'Point', 'coordinates': [-85.494604, 37.242594]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Green County,KY,51.8,47.6,10941,0.482,NA
390026,CHESTNUT HILL HOSPITAL,2021-11-05,PA,42101,"{'type': 'Point', 'coordinates': [-75.213174, 40.07895]}",NA,NA,NA,NA,NA,NA,NA,NA,14,1505,1561,NA,Philadelphia County,PA,88.9,68.4,1584064,0.11099999999999999,NA
442010,BAPTIST MEMORIAL RESTORATIVE CARE HOSPITAL,2021-11-05,TN,47157,"{'type': 'Point', 'coordinates': [-89.861362, 35.130759]}",22,4,51,1,0,73,0.3013698630136986,0.05370468063078709,1,71.5,75.5,0,Shelby County,TN,72,58.8,937166,0.28,0.39791434866941494
340151,HALIFAX REGIONAL MEDICAL CENTER INC,2021-11-05,NC,37083,"{'type': 'Point', 'coordinates': [-77.647738, 36.434895]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Halifax County,NC,67.4,57.3,50010,0.32599999999999996,NA
390070,LOWER BUCKS HOSPITAL,2021-11-05,PA,42017,"{'type': 'Point', 'coordinates': [-74.86462, 40.104048]}",412,85,721,1,0,1133,0.36363636363636365,0.014291288141729683,270.25,726.125,1807.125,0,Bucks County,PA,99.9,75.5,628270,9.999999999998899e-4,25.374645031296225
140166,ST MARYS HOSPITAL,2021-11-05,IL,17115,"{'type': 'Point', 'coordinates': [-88.93191, 39.82635]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macon County,IL,63.1,58.9,104009,0.369,NA
110015,TANNER MEDICAL CENTER VILLA RICA,2021-11-05,GA,13045,"{'type': 'Point', 'coordinates': [-84.918055, 33.745218]}",641,337,300,1,1,978,0.6554192229038854,0.015196223872784033,25,903.5,1003.5,0,Carroll County,GA,31.5,28.8,119992,0.685,-1.9465873458927436
400087,HOSPITAL DR CAYETANO COLL Y TOSTE,2021-11-05,PR,72013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arecibo Municipio,PR,99.9,99.9,81966,9.999999999998899e-4,NA
161302,IOWA SPECIALTY HOSPITAL - CLARION,2021-11-05,IA,19197,"{'type': 'Point', 'coordinates': [-93.732628, 42.721646]}",NA,NA,NA,NA,NA,NA,NA,NA,38.5,337.25,491.25,NA,Wright County,IA,68.8,65.5,12562,0.31200000000000006,NA
